loss,mean_absolute_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_root_mean_squared_error,lr
4471.2392578125,56.66143798828125,66.86732482910156,2311.763671875,42.26020050048828,48.08080291748047,0.003038866
2386.9140625,42.79520034790039,48.856056213378906,1677.8603515625,36.95185852050781,40.961692810058594,0.003038866
1930.5560302734375,39.20517349243164,43.93809127807617,1675.2672119140625,35.68175506591797,40.93002700805664,0.003038866
1880.631591796875,38.541446685791016,43.366249084472656,1703.0374755859375,35.43746566772461,41.26787567138672,0.003038866
1879.1009521484375,38.44251251220703,43.34859848022461,1706.5931396484375,35.415306091308594,41.31093215942383,0.003038866
1879.0291748046875,38.445377349853516,43.34777069091797,1704.272216796875,35.42858123779297,41.282833099365234,0.003038866
1879.2457275390625,38.445533752441406,43.35026931762695,1708.34619140625,35.408023834228516,41.33214569091797,0.003038866
1879.273193359375,38.46908187866211,43.3505859375,1704.881103515625,35.42424392700195,41.29020690917969,0.003038866
1879.264404296875,38.43029022216797,43.35048294067383,1706.735595703125,35.41471481323242,41.31265640258789,0.003038866
1879.033447265625,38.45855712890625,43.34782028198242,1705.6875,35.41912078857422,41.29996871948242,0.003038866
1879.0926513671875,38.44014358520508,43.34850311279297,1706.21875,35.4168815612793,41.306400299072266,0.003038866
1879.0340576171875,38.452491760253906,43.34782791137695,1706.8011474609375,35.4144401550293,41.31344985961914,0.003038866
1879.3572998046875,38.44155502319336,43.35155487060547,1709.66943359375,35.40260314941406,41.348148345947266,0.003038866
1878.9527587890625,38.446327209472656,43.34688949584961,1704.3431396484375,35.428077697753906,41.28369140625,0.003038866
1879.02587890625,38.459632873535156,43.34773254394531,1704.27783203125,35.42853927612305,41.282901763916016,0.003038866
1879.057861328125,38.45381164550781,43.34810256958008,1710.9854736328125,35.39727783203125,41.36405944824219,0.003038866
1879.185546875,38.445343017578125,43.34957504272461,1708.3717041015625,35.40791702270508,41.332454681396484,0.003038866
1879.1058349609375,38.453643798828125,43.348655700683594,1705.987060546875,35.4178581237793,41.30359649658203,0.003038866
1879.0943603515625,38.43347930908203,43.3485221862793,1705.55810546875,35.41967010498047,41.298404693603516,0.003038866
1879.0303955078125,38.463951110839844,43.34778594970703,1707.38232421875,35.412010192871094,41.32048416137695,0.003038866
1879.1483154296875,38.421573638916016,43.349143981933594,1703.94580078125,35.4309196472168,41.27887725830078,0.003038866
1879.1864013671875,38.47802734375,43.34958267211914,1704.2215576171875,35.4289436340332,41.28221893310547,0.003038866
1879.0416259765625,38.44591522216797,43.34791564941406,1707.2626953125,35.41250991821289,41.319034576416016,0.003038866
4444.396484375,56.4932861328125,66.66630554199219,2287.57666015625,42.069618225097656,47.828617095947266,0.003038866
2367.464111328125,42.6536750793457,48.656593322753906,1674.3636474609375,36.890403747558594,40.91898727416992,0.003038866
1926.4571533203125,39.16224670410156,43.89142608642578,1676.9754638671875,35.66300964355469,40.950889587402344,0.003038866
1880.3406982421875,38.532142639160156,43.36289596557617,1703.6953125,35.432716369628906,41.27584457397461,0.003038866
1879.094970703125,38.441097259521484,43.34852981567383,1706.6048583984375,35.415260314941406,41.311073303222656,0.003038866
1879.0299072265625,38.44549560546875,43.3477783203125,1704.2132568359375,35.42900466918945,41.28211975097656,0.003038866
1879.2506103515625,38.4455451965332,43.35032272338867,1708.3621826171875,35.407955169677734,41.33233642578125,0.003038866
1879.277099609375,38.469390869140625,43.35062789916992,1704.91015625,35.42403793334961,41.290557861328125,0.003038866
1879.2689208984375,38.42996597290039,43.35053634643555,1706.6878662109375,35.414913177490234,41.31208038330078,0.003038866
1879.0350341796875,38.458858489990234,43.34783935546875,1705.705322265625,35.41904830932617,41.30018615722656,0.003038866
1879.0948486328125,38.43998718261719,43.34852600097656,1706.19140625,35.416996002197266,41.306068420410156,0.003038866
1879.03564453125,38.452613830566406,43.347843170166016,1706.8238525390625,35.41434097290039,41.313724517822266,0.003038866
1879.3631591796875,38.441436767578125,43.35162353515625,1709.6845703125,35.40254211425781,41.348331451416016,0.003038866
1878.953857421875,38.44647216796875,43.346900939941406,1704.3109130859375,35.428306579589844,41.283302307128906,0.003038866
1879.02734375,38.45970153808594,43.347747802734375,1704.286865234375,35.4284782409668,41.28300857543945,0.003038866
1879.0595703125,38.45375442504883,43.348121643066406,1711.0738525390625,35.39692306518555,41.36512756347656,0.003038866
1879.190185546875,38.4454231262207,43.34962844848633,1708.39892578125,35.407806396484375,41.33278274536133,0.003038866
1879.1075439453125,38.45371627807617,43.34867477416992,1706.0101318359375,35.41775894165039,41.30387496948242,0.003038866
1879.0966796875,38.433326721191406,43.348548889160156,1705.4876708984375,35.41996765136719,41.297550201416016,0.003038866
1879.0296630859375,38.464134216308594,43.347774505615234,1707.466552734375,35.41166687011719,41.321502685546875,0.003038866
1879.1473388671875,38.42131423950195,43.3491325378418,1703.8048095703125,35.43193054199219,41.27717208862305,0.003038866
1879.189453125,38.478302001953125,43.34961700439453,1704.3009033203125,35.428375244140625,41.283180236816406,0.003038866
83293.734375,89.74496459960938,288.6065368652344,6420.8505859375,68.75213623046875,80.13021087646484,0.00506755
9557.826171875,56.246036529541016,97.7641372680664,1031.629150390625,25.180498123168945,32.11898422241211,0.00506755
721.7647705078125,21.517200469970703,26.865680694580078,747.2683715820312,21.00933074951172,27.336210250854492,0.00506755
484.6067810058594,17.257783889770508,22.01378631591797,536.7526245117188,17.840133666992188,23.167922973632812,0.00506755
396.6000671386719,15.494058609008789,19.914819717407227,361.742919921875,14.042819023132324,19.019540786743164,0.00506755
333.2353820800781,13.877800941467285,18.254735946655273,405.859130859375,15.479403495788574,20.145946502685547,0.00506755
274.1769714355469,12.330625534057617,16.558290481567383,325.2328796386719,13.910255432128906,18.03421401977539,0.00506755
234.4028778076172,11.19678783416748,15.310221672058105,271.571533203125,11.964367866516113,16.479427337646484,0.00506755
202.4697723388672,10.317975044250488,14.22918701171875,272.1808776855469,11.637378692626953,16.497905731201172,0.00506755
199.72589111328125,10.201112747192383,14.132441520690918,264.5669250488281,11.568750381469727,16.265512466430664,0.00506755
192.34185791015625,9.972489356994629,13.868736267089844,246.96923828125,10.994678497314453,15.715254783630371,0.00506755
172.13482666015625,9.385315895080566,13.120016098022461,265.8861999511719,12.076396942138672,16.30601692199707,0.00506755
