loss,mean_absolute_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_root_mean_squared_error,lr
8605.568359375,82.02001953125,92.76620483398438,7241.9423828125,74.75321960449219,85.09960174560547,0.00028052655
8407.396484375,80.9838638305664,91.69185638427734,6127.3955078125,68.29997253417969,78.27767944335938,0.00028052655
3173.118896484375,45.267147064208984,56.3304443359375,2832.646484375,39.92820358276367,53.22261428833008,0.00028052655
2167.013427734375,36.11891174316406,46.55119323730469,2850.530029296875,41.07857894897461,53.39035415649414,0.00028052655
2175.86865234375,35.958683013916016,46.64620590209961,1414.0518798828125,30.23682403564453,37.6038818359375,0.00028052655
1671.771728515625,32.222557067871094,40.887306213378906,1598.2021484375,31.1492977142334,39.97751998901367,0.00028052655
1427.57666015625,29.732580184936523,37.783287048339844,940.818359375,24.018972396850586,30.672761917114258,0.00028052655
1108.0584716796875,26.34942054748535,33.287513732910156,950.283447265625,23.35974884033203,30.82666778564453,0.00028052655
1033.3277587890625,25.682449340820312,32.145416259765625,989.0803833007812,24.995925903320312,31.449647903442383,0.00028052655
1228.0146484375,28.08445167541504,35.04304122924805,840.405517578125,22.72692108154297,28.989748001098633,0.00028052655
1027.6748046875,25.921411514282227,32.057369232177734,976.5536499023438,23.900413513183594,31.249858856201172,0.00028052655
1025.2015380859375,25.959056854248047,32.018768310546875,833.6074829101562,22.508140563964844,28.87226104736328,0.00028052655
859.4288940429688,23.595977783203125,29.316017150878906,681.1883544921875,20.28217124938965,26.099584579467773,0.00028052655
767.7677612304688,22.202482223510742,27.708621978759766,723.4837646484375,21.070192337036133,26.897653579711914,0.00028052655
746.4237670898438,21.796850204467773,27.320756912231445,674.591064453125,20.53496551513672,25.972890853881836,0.00028052655
709.26123046875,21.3199405670166,26.6319580078125,689.6395263671875,20.594097137451172,26.260988235473633,0.00028052655
673.3285522460938,20.713274002075195,25.948575973510742,693.3908081054688,20.91522216796875,26.33231544494629,0.00028052655
898.3065795898438,23.92793846130371,29.971763610839844,1193.6893310546875,27.374849319458008,34.549808502197266,0.00028052655
988.5370483398438,24.7337703704834,31.441009521484375,779.7513427734375,22.579530715942383,27.924028396606445,0.00028052655
754.8975219726562,21.853288650512695,27.475399017333984,696.9135131835938,20.859159469604492,26.399120330810547,0.00028052655
804.2864990234375,22.04739761352539,28.35994529724121,886.1275024414062,22.38361167907715,29.767894744873047,0.00028052655
708.7734985351562,20.794273376464844,26.622800827026367,694.9358520507812,21.077045440673828,26.361635208129883,0.00028052655
629.410400390625,19.57154655456543,25.08805274963379,670.2839965820312,20.787996292114258,25.889842987060547,0.00028052655
668.4909057617188,20.100589752197266,25.85519027709961,705.1090087890625,19.775270462036133,26.55388832092285,0.00028052655
615.1611938476562,19.33111572265625,24.80244255065918,867.3458862304688,23.519287109375,29.45073699951172,0.00028052655
603.404541015625,19.385805130004883,24.564294815063477,651.621337890625,20.21178436279297,25.526874542236328,0.00028052655
7813.0869140625,44.50843048095703,88.39167022705078,2715.73779296875,41.29643249511719,52.11273956298828,0.00028052655
3684.68359375,51.95779800415039,60.701595306396484,3143.723388671875,47.83258819580078,56.06891632080078,0.00028052655
2997.686279296875,45.65325927734375,54.751129150390625,2216.191162109375,38.89261245727539,47.076438903808594,0.00028052655
1976.097412109375,35.436866760253906,44.45331573486328,1213.6463623046875,28.388683319091797,34.83742904663086,0.00028052655
1052.811767578125,25.82249641418457,32.447059631347656,776.137939453125,21.8720703125,27.8592529296875,0.00028052655
649.255126953125,20.277402877807617,25.480485916137695,688.9777221679688,19.713380813598633,26.248384475708008,0.00028052655
551.2788696289062,18.488452911376953,23.479328155517578,597.3895263671875,18.36549949645996,24.441553115844727,0.00028052655
511.1766357421875,17.761186599731445,22.609214782714844,552.4154663085938,17.61846351623535,23.503520965576172,0.00028052655
490.0932922363281,17.39724349975586,22.138050079345703,538.000732421875,17.506458282470703,23.194843292236328,0.00028052655
476.0799865722656,17.147018432617188,21.819257736206055,536.72021484375,17.738113403320312,23.16722297668457,0.00028052655
461.81365966796875,16.856657028198242,21.489850997924805,565.4678955078125,18.164331436157227,23.779569625854492,0.00028052655
450.707275390625,16.639131546020508,21.229867935180664,533.310546875,17.828083038330078,23.093517303466797,0.00028052655
444.0646667480469,16.515567779541016,21.07284164428711,544.4091186523438,17.909727096557617,23.332576751708984,0.00028052655
450.4168395996094,16.60496711730957,21.223026275634766,518.3848266601562,17.381053924560547,22.76806640625,0.00028052655
434.7420654296875,16.291635513305664,20.8504695892334,522.4996337890625,17.546110153198242,22.858251571655273,0.00028052655
429.2073974609375,16.169004440307617,20.717321395874023,504.1834411621094,17.12856101989746,22.454029083251953,0.00028052655
424.5302734375,16.05375099182129,20.6041316986084,491.193359375,16.9539852142334,22.16288185119629,0.00028052655
432.9032897949219,16.231555938720703,20.80632781982422,513.5973510742188,17.292709350585938,22.66268539428711,0.00028052655
416.97772216796875,15.90357494354248,20.420032501220703,496.0928955078125,17.166778564453125,22.273143768310547,0.00028052655
415.0574645996094,15.793195724487305,20.37295913696289,495.056640625,17.151840209960938,22.249868392944336,0.00028052655
